V : 0.08  , I : 0.65  , P : 0.05  , D : 0.00
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.80  , P : 18.88  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.61  , I : 1.05  , P : 24.79  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.80  , P : 18.88  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 1.10  , P : 25.97  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 1.05  , P : 24.79  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.68  , I : 0.90  , P : 21.31  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 1.10  , P : 26.00  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.80  , P : 18.91  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 1.15  , P : 27.19  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.80  , P : 18.88  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.80  , P : 18.91  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 1.05  , P : 24.79  , D : 0.10
V : 23.68  , I : 0.95  , P : 22.49  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.68  , I : 0.90  , P : 21.31  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.68  , I : 0.90  , P : 21.31  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.61  , I : 1.10  , P : 25.97  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.80  , P : 18.91  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.80  , P : 18.91  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.68  , I : 0.80  , P : 18.94  , D : 0.10
V : 23.61  , I : 0.80  , P : 18.88  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 1.10  , P : 26.00  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.80  , P : 18.91  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 1.15  , P : 27.19  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 1.10  , P : 26.00  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 1.15  , P : 27.15  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.80  , P : 18.91  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.68  , I : 1.00  , P : 23.68  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.68  , I : 0.85  , P : 20.12  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.68  , I : 0.90  , P : 21.31  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.80  , P : 18.91  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.68  , I : 0.95  , P : 22.49  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.68  , I : 1.00  , P : 23.68  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.68  , I : 0.80  , P : 18.94  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.61  , I : 1.10  , P : 25.97  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.10  , P : 26.00  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.85  , P : 20.07  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.80  , P : 18.91  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.61  , I : 1.00  , P : 23.61  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.61  , I : 0.80  , P : 18.88  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.80  , P : 18.91  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 1.10  , P : 26.00  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 1.00  , P : 23.64  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.95  , P : 22.43  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 1.05  , P : 24.82  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
V : 23.64  , I : 0.90  , P : 21.28  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.64  , I : 0.85  , P : 20.09  , D : 0.10
V : 23.61  , I : 0.90  , P : 21.25  , D : 0.10
V : 23.64  , I : 0.95  , P : 22.46  , D : 0.10
